absolute_risk_gap,native_stratum,pair_id,signed_risk_gap_less_safe_minus_safer
3.3125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:12740,3.3125
0.953125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:12746,0.953125
0.0625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:12755,-0.0625
2.1875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:12760,2.1875
0.125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:12767,0.125
0.125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:12788,-0.125
0.390625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:12797,0.390625
0.453125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:12843,0.453125
3.1796875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:12845,3.1796875
9.34375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:12867,9.34375
0.28125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:12873,-0.28125
1.65625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:12894,-1.65625
0.078125,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:12941,-0.078125
1.1845703125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:12947,1.1845703125
2.28125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:12965,-2.28125
0.75,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:12985,-0.75
1.0625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13045,1.0625
1.921875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:13055,-1.921875
0.15625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13065,-0.15625
4.546875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:13080,4.546875
5.431640625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:13089,5.431640625
0.0,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:13103,0.0
1.65625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:13128,1.65625
6.625,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:13156,6.625
0.296875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13157,0.296875
0.3125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13189,-0.3125
3.3515625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:13200,-3.3515625
2.91015625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:13206,2.91015625
0.609375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13223,0.609375
3.03515625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:13237,3.03515625
1.125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:13277,-1.125
8.1484375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:13292,8.1484375
2.2109375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:13294,2.2109375
1.359375,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:13308,1.359375
0.65625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:13320,-0.65625
2.046875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13338,-2.046875
0.859375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13347,0.859375
0.125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13378,-0.125
3.18359375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:13399,-3.18359375
0.328125,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:13401,0.328125
0.375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13431,-0.375
2.3203125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13507,2.3203125
1.546875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13515,-1.546875
0.921875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13518,-0.921875
5.578125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:13541,5.578125
1.125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13553,1.125
0.046875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:13554,0.046875
0.90625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:13571,0.90625
1.203125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:13608,1.203125
8.71875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:13623,8.71875
0.59375,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:13659,-0.59375
0.03125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13661,-0.03125
0.421875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:13717,-0.421875
0.78125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:13733,0.78125
0.859375,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:13739,0.859375
1.671875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:13745,1.671875
0.3125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13796,0.3125
0.640625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13806,0.640625
0.890625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13819,0.890625
0.546875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:13825,0.546875
1.546875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13834,-1.546875
0.671875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:13889,0.671875
4.73828125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:13899,4.73828125
0.828125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:13908,0.828125
5.828125,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:13919,5.828125
0.265625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13933,0.265625
0.8125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13935,-0.8125
4.484375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:13951,-4.484375
7.375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:13957,7.375
0.65625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:13975,-0.65625
5.4375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:14001,5.4375
0.390625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:14006,0.390625
2.921875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:14019,2.921875
1.921875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:14020,1.921875
3.29248046875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:14025,3.29248046875
1.984375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:14026,1.984375
0.234375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:14041,0.234375
0.28125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:14061,-0.28125
1.15625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:14066,1.15625
0.765625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:14102,-0.765625
5.4765625,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:14106,5.4765625
1.25,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:14115,1.25
0.296875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:14127,0.296875
0.53125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:14133,-0.53125
0.484375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:14149,0.484375
2.97900390625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:14162,2.97900390625
0.796875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:14191,0.796875
0.40625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:14209,-0.40625
0.984375,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:14272,-0.984375
0.078125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:14282,0.078125
1.28125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:14288,1.28125
7.0,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:14317,7.0
0.9921875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:14318,-0.9921875
0.3125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:14325,0.3125
0.5,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:14326,-0.5
0.46484375,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:14340,-0.46484375
1.8125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:14353,1.8125
0.203125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:14359,0.203125
0.33203125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:14381,-0.33203125
0.03125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:14437,-0.03125
1.0,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:14447,1.0
3.78125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:14470,3.78125
0.765625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:14496,-0.765625
1.296875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:14504,-1.296875
1.046875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:14523,-1.046875
1.125,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:14525,-1.125
1.84375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:14529,-1.84375
1.95703125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:14548,1.95703125
0.609375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:14550,0.609375
0.15625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:14551,-0.15625
0.84375,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:14558,0.84375
1.2109375,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:14560,1.2109375
0.515625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:14565,0.515625
0.75,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:14589,0.75
0.265625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:14688,-0.265625
0.296875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:14706,0.296875
3.1171875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:14708,3.1171875
1.02734375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:14736,1.02734375
0.3125,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:14775,-0.3125
0.203125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:14783,-0.203125
0.6875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:14790,-0.6875
10.5625,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:14812,10.5625
0.921875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:14874,0.921875
7.609375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:14880,7.609375
1.046875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:14960,1.046875
4.7421875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:14961,4.7421875
0.4375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:14970,-0.4375
6.953125,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:14981,6.953125
1.2578125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:15003,-1.2578125
1.71875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:15006,1.71875
0.90625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:15016,0.90625
0.21875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:15021,0.21875
0.375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:15028,-0.375
0.921875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:15052,0.921875
1.6796875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:15055,-1.6796875
1.09375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:15061,-1.09375
0.40625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:15078,0.40625
0.421875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:15111,0.421875
1.2314453125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:15125,-1.2314453125
0.65625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:15163,-0.65625
2.40625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:15174,2.40625
0.798828125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:15209,0.798828125
0.71875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:15266,0.71875
0.0625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:15271,0.0625
0.9375,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:15297,-0.9375
0.8203125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:15300,0.8203125
0.15625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:15332,0.15625
0.78125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:15350,-0.78125
1.28125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:15376,1.28125
0.609375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:15382,0.609375
0.3125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:15384,-0.3125
2.234375,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:15387,2.234375
2.34375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:15398,2.34375
6.859375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:15409,6.859375
0.5,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:15422,0.5
5.9375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:15445,5.9375
0.46875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:15452,0.46875
1.25,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:15484,-1.25
0.25,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:15502,-0.25
0.265625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:15564,0.265625
4.53125,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:15567,4.53125
0.453125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:15584,0.453125
0.09375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:15585,-0.09375
2.96484375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:15629,-2.96484375
1.84375,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:15665,-1.84375
1.71875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:15682,1.71875
5.15625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:15698,5.15625
0.3125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:15708,-0.3125
0.21875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:15719,-0.21875
1.0,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:15735,1.0
2.3125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:15752,2.3125
0.328125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:15763,-0.328125
0.23828125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:15779,0.23828125
0.546875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:15808,0.546875
0.0,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:15809,0.0
7.46875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:15823,7.46875
0.453125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:15860,0.453125
0.078125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:15887,-0.078125
0.328125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:15890,0.328125
12.046875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:15938,12.046875
1.7412109375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:15952,1.7412109375
8.34375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:15956,8.34375
1.0625,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:15971,1.0625
3.828125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:15986,3.828125
0.15625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:15988,-0.15625
1.3125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:15989,-1.3125
1.1640625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:16006,1.1640625
4.609375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:16048,4.609375
0.609375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:16049,0.609375
0.03125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:16074,-0.03125
0.015625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:16083,0.015625
0.859375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:16091,-0.859375
0.234375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:16106,0.234375
1.375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:16117,1.375
0.890625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:16157,-0.890625
0.84375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:16158,0.84375
1.1796875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:16172,1.1796875
0.8125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:16184,0.8125
0.765625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:16204,-0.765625
1.28125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:16218,1.28125
5.1484375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:16235,5.1484375
5.2109375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:16237,5.2109375
0.359375,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:16284,0.359375
0.828125,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:16295,0.828125
0.265625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:16297,0.265625
0.359375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:16326,0.359375
1.90625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:16333,1.90625
0.125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:16359,0.125
0.546875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:16450,0.546875
1.734375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:16500,-1.734375
0.515625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:16502,-0.515625
4.140625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:16506,4.140625
0.15625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:16513,0.15625
6.4375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:16597,6.4375
0.171875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:16623,0.171875
3.3671875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:16645,3.3671875
0.59375,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:16658,-0.59375
0.296875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:16692,-0.296875
0.875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:16707,0.875
2.52294921875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:16711,2.52294921875
2.421875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:16769,2.421875
0.328125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:16802,0.328125
0.6875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:16851,-0.6875
0.109375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:16866,0.109375
0.40625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:16878,-0.40625
0.4375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:16906,-0.4375
1.65625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:16913,1.65625
0.7421875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:16949,-0.7421875
2.875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:16987,2.875
0.4375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:16988,0.4375
0.09375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:16993,-0.09375
1.515625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:17017,-1.515625
1.96875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:17023,1.96875
0.515625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:17030,-0.515625
5.765625,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:17092,5.765625
0.78125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:17095,0.78125
0.4921875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:17115,0.4921875
0.2890625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:17141,-0.2890625
0.625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:17156,0.625
4.3125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:17201,4.3125
0.625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:17203,0.625
1.44921875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:17219,1.44921875
0.03125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:17227,-0.03125
0.359375,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:17236,-0.359375
9.34375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:17237,9.34375
0.65625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:17245,-0.65625
0.3125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:17287,-0.3125
0.46875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:17305,0.46875
0.21875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:17354,0.21875
0.9375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:17383,-0.9375
2.84375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:17389,2.84375
0.4375,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:17393,0.4375
1.171875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:17402,1.171875
1.8125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:17411,1.8125
0.375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:17423,-0.375
0.125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:17471,-0.125
0.4375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:17487,-0.4375
1.109375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:17526,1.109375
3.546875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:17544,3.546875
0.71875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:17567,0.71875
4.375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:17585,4.375
0.0859375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:17594,-0.0859375
2.328125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:17644,2.328125
0.375,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:17657,-0.375
1.796875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:17698,1.796875
0.203125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:17726,-0.203125
0.0625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:17728,0.0625
1.078125,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:17769,-1.078125
2.59375,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:17807,-2.59375
1.046875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:17815,-1.046875
0.3125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:17890,-0.3125
0.5625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:17941,0.5625
7.791015625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:17974,7.791015625
1.9375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:17980,1.9375
0.015625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:17997,-0.015625
2.09375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:18011,2.09375
1.71875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:18052,-1.71875
4.1328125,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:18076,4.1328125
6.0078125,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:18080,6.0078125
0.140625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:18112,0.140625
0.46875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:18138,-0.46875
2.3978271484375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:18148,2.3978271484375
0.140625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:18162,-0.140625
3.078125,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:18166,3.078125
0.640625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:18177,0.640625
0.640625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:18228,0.640625
2.75,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:18234,2.75
5.6953125,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:18255,5.6953125
7.8515625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:18262,-7.8515625
0.78125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:18271,-0.78125
0.25,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:18275,0.25
2.4111328125,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:18284,2.4111328125
0.8125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:18285,0.8125
0.265625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:18356,-0.265625
2.453125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:18365,2.453125
9.40625,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:18378,9.40625
0.609375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:18382,0.609375
1.1875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:18386,-1.1875
8.546875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:18425,8.546875
1.0625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:18510,1.0625
0.015625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:18528,-0.015625
6.5625,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:18538,6.5625
0.3125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:18539,0.3125
